BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	cell_type_s	source_name_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
SAMN05947056	SRX2272397	1	0	SRR4456247	SRS1763500	GSM2362251	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947057	SRX2272398	0	0	SRR4456248	SRS1763501	GSM2362252	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947054	SRX2272399	2	1	SRR4456249	SRS1763503	GSM2362253	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947055	SRX2272400	0	0	SRR4456250	SRS1763502	GSM2362254	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947053	SRX2272401	1	1	SRR4456251	SRS1763504	GSM2362255	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947052	SRX2272402	1	1	SRR4456252	SRS1763505	GSM2362256	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947051	SRX2272403	1	1	SRR4456253	SRS1763508	GSM2362257	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947050	SRX2272404	1	0	SRR4456254	SRS1763506	GSM2362258	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947049	SRX2272405	0	0	SRR4456255	SRS1763507	GSM2362259	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947048	SRX2272406	3	1	SRR4456256	SRS1763509	GSM2362260	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947047	SRX2272407	1	1	SRR4456257	SRS1763511	GSM2362261	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947046	SRX2272408	1	0	SRR4456258	SRS1763510	GSM2362262	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947044	SRX2272409	3	1	SRR4456259	SRS1763512	GSM2362263	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947045	SRX2272410	1	1	SRR4456260	SRS1763517	GSM2362264	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947043	SRX2272411	1	0	SRR4456261	SRS1763513	GSM2362265	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947042	SRX2272412	2	1	SRR4456262	SRS1763515	GSM2362266	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947041	SRX2272413	5	3	SRR4456263	SRS1763516	GSM2362267	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947041	SRX2272413	5	3	SRR4456264	SRS1763516	GSM2362267	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947040	SRX2272414	18	10	SRR4456265	SRS1763514	GSM2362268	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947040	SRX2272414	18	10	SRR4456266	SRS1763514	GSM2362268	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947039	SRX2272415	31	17	SRR4456267	SRS1763520	GSM2362269	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947039	SRX2272415	31	17	SRR4456268	SRS1763520	GSM2362269	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947038	SRX2272416	19	10	SRR4456269	SRS1763518	GSM2362270	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947038	SRX2272416	19	11	SRR4456270	SRS1763518	GSM2362270	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947036	SRX2272417	17	9	SRR4456271	SRS1763523	GSM2362271	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947036	SRX2272417	17	9	SRR4456272	SRS1763523	GSM2362271	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947037	SRX2272418	9	5	SRR4456273	SRS1763519	GSM2362272	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947037	SRX2272418	9	5	SRR4456274	SRS1763519	GSM2362272	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947035	SRX2272419	12	7	SRR4456275	SRS1763521	GSM2362273	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947035	SRX2272419	12	6	SRR4456276	SRS1763521	GSM2362273	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947033	SRX2272420	13	7	SRR4456277	SRS1763524	GSM2362274	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947033	SRX2272420	13	7	SRR4456278	SRS1763524	GSM2362274	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947034	SRX2272421	20	11	SRR4456279	SRS1763522	GSM2362275	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947034	SRX2272421	20	11	SRR4456280	SRS1763522	GSM2362275	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947032	SRX2272422	11	6	SRR4456281	SRS1763525	GSM2362276	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947032	SRX2272422	11	6	SRR4456282	SRS1763525	GSM2362276	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947031	SRX2272423	16	9	SRR4456283	SRS1763526	GSM2362277	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947031	SRX2272423	16	9	SRR4456284	SRS1763526	GSM2362277	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947030	SRX2272424	21	12	SRR4456285	SRS1763527	GSM2362278	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947030	SRX2272424	21	12	SRR4456286	SRS1763527	GSM2362278	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947029	SRX2272425	19	11	SRR4456287	SRS1763528	GSM2362279	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947029	SRX2272425	19	11	SRR4456288	SRS1763528	GSM2362279	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947027	SRX2272426	9	5	SRR4456289	SRS1763529	GSM2362280	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947027	SRX2272426	9	5	SRR4456290	SRS1763529	GSM2362280	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947028	SRX2272427	6	4	SRR4456291	SRS1763533	GSM2362281	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947028	SRX2272427	6	4	SRR4456292	SRS1763533	GSM2362281	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947026	SRX2272428	10	6	SRR4456293	SRS1763531	GSM2362282	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947026	SRX2272428	10	6	SRR4456294	SRS1763531	GSM2362282	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947025	SRX2272429	18	10	SRR4456295	SRS1763530	GSM2362283	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947025	SRX2272429	18	10	SRR4456296	SRS1763530	GSM2362283	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947024	SRX2272430	18	10	SRR4456297	SRS1763534	GSM2362284	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947024	SRX2272430	18	10	SRR4456298	SRS1763534	GSM2362284	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947022	SRX2272431	13	7	SRR4456299	SRS1763532	GSM2362285	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947022	SRX2272431	13	7	SRR4456300	SRS1763532	GSM2362285	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947023	SRX2272432	20	11	SRR4456301	SRS1763535	GSM2362286	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947023	SRX2272432	20	11	SRR4456302	SRS1763535	GSM2362286	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947021	SRX2272433	18	10	SRR4456303	SRS1763536	GSM2362287	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947021	SRX2272433	18	10	SRR4456304	SRS1763536	GSM2362287	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947020	SRX2272434	7	4	SRR4456305	SRS1763537	GSM2362288	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947020	SRX2272434	7	4	SRR4456306	SRS1763537	GSM2362288	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947019	SRX2272435	5	3	SRR4456307	SRS1763538	GSM2362289	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947019	SRX2272435	5	3	SRR4456308	SRS1763538	GSM2362289	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947018	SRX2272436	12	7	SRR4456309	SRS1763539	GSM2362290	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947018	SRX2272436	12	7	SRR4456310	SRS1763539	GSM2362290	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947017	SRX2272437	15	8	SRR4456311	SRS1763542	GSM2362291	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947017	SRX2272437	15	8	SRR4456312	SRS1763542	GSM2362291	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947016	SRX2272438	0	0	SRR4456313	SRS1763541	GSM2362292	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947016	SRX2272438	0	0	SRR4456314	SRS1763541	GSM2362292	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947014	SRX2272439	11	6	SRR4456315	SRS1763540	GSM2362293	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947014	SRX2272439	11	6	SRR4456316	SRS1763540	GSM2362293	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947015	SRX2272440	7	4	SRR4456317	SRS1763543	GSM2362294	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947015	SRX2272440	7	4	SRR4456318	SRS1763543	GSM2362294	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947013	SRX2272441	14	8	SRR4456319	SRS1763545	GSM2362295	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947013	SRX2272441	14	8	SRR4456320	SRS1763545	GSM2362295	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947011	SRX2272442	10	6	SRR4456321	SRS1763546	GSM2362296	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947011	SRX2272442	10	6	SRR4456322	SRS1763546	GSM2362296	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947012	SRX2272443	7	4	SRR4456323	SRS1763544	GSM2362297	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947012	SRX2272443	7	4	SRR4456324	SRS1763544	GSM2362297	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947010	SRX2272444	11	6	SRR4456325	SRS1763547	GSM2362298	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947010	SRX2272444	11	6	SRR4456326	SRS1763547	GSM2362298	blood pre-conventional dendritic cells (cDCs)	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947008	SRX2272445	12	7	SRR4456327	SRS1763548	GSM2362299	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947008	SRX2272445	12	7	SRR4456328	SRS1763548	GSM2362299	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947009	SRX2272446	14	8	SRR4456329	SRS1763553	GSM2362300	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05947009	SRX2272446	14	8	SRR4456330	SRS1763553	GSM2362300	Blood pre-cDC	Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
