#Experiment_s	Run_s
SRX2040364	SRR4050783
SRX2040365	SRR4050784
SRX2040366	SRR4050785
SRX2040367	SRR4050786
SRX2040368	SRR4050787
SRX2040369	SRR4050788
SRX2040370	SRR4050789
SRX2040371	SRR4050790
SRX2040372	SRR4050791
SRX2040373	SRR4050792
SRX2040374	SRR4050793
SRX2040375	SRR4050794
SRX2040376	SRR4050795
SRX2040377	SRR4050796
SRX2040378	SRR4050797
SRX2040379	SRR4050798
SRX2040380	SRR4050799
SRX2040381	SRR4050800
SRX2040382	SRR4050801
SRX2040383	SRR4050802
SRX2040384	SRR4050803
SRX2040385	SRR4050804
SRX2040386	SRR4050805
SRX2040387	SRR4050806
SRX2040388	SRR4050807
SRX2040389	SRR4050808
SRX2040390	SRR4050809
SRX2040391	SRR4050810
SRX2040392	SRR4050811
SRX2040393	SRR4050812
SRX2040394	SRR4050813
SRX2040395	SRR4050814
SRX2040396	SRR4050815
SRX2040397	SRR4050816
SRX2040398	SRR4050817
SRX2040399	SRR4050818
SRX2040400	SRR4050819
SRX2040401	SRR4050820
SRX2040402	SRR4050821
SRX2040403	SRR4050822
SRX2040404	SRR4050823
SRX2040405	SRR4050824
SRX2040406	SRR4050825
SRX2040407	SRR4050826
SRX2040408	SRR4050827
SRX2040409	SRR4050828
SRX2040410	SRR4050829
SRX2040411	SRR4050830
SRX2040412	SRR4050831
SRX2040413	SRR4050832
SRX2040414	SRR4050833
SRX2040415	SRR4050834
SRX2040416	SRR4050835
SRX2040417	SRR4050836
SRX2040418	SRR4050837
SRX2040419	SRR4050838
SRX2040420	SRR4050839
SRX2040421	SRR4050840
SRX2040422	SRR4050841
SRX2040423	SRR4050842
SRX2040424	SRR4050843
SRX2040425	SRR4050844
SRX2040426	SRR4050845
SRX2040427	SRR4050846
SRX2040428	SRR4050847
SRX2040429	SRR4050848
SRX2040430	SRR4050849
SRX2040431	SRR4050850
SRX2040432	SRR4050851
SRX2040433	SRR4050852
SRX2040434	SRR4050853
SRX2040435	SRR4050854
SRX2040436	SRR4050855
SRX2040437	SRR4050856
SRX2040438	SRR4050857
SRX2040439	SRR4050858
SRX2040440	SRR4050859
SRX2040441	SRR4050860
SRX2040442	SRR4050861
SRX2040443	SRR4050862
SRX2040444	SRR4050863
SRX2040445	SRR4050864
SRX2040446	SRR4050865
SRX2040447	SRR4050866
SRX2040448	SRR4050867
SRX2040449	SRR4050868
SRX2040450	SRR4050869
SRX2040451	SRR4050870
SRX2040452	SRR4050871
SRX2040453	SRR4050872
SRX2040454	SRR4050873
SRX2040455	SRR4050874
SRX2040456	SRR4050875
SRX2040457	SRR4050876
SRX2040458	SRR4050877
SRX2040459	SRR4050878
SRX2040460	SRR4050879
SRX2040461	SRR4050880
SRX2040462	SRR4050881
SRX2040463	SRR4050882
SRX2040464	SRR4050883
SRX2040465	SRR4050884
SRX2040466	SRR4050885
SRX2040467	SRR4050886
SRX2040468	SRR4050887
SRX2040469	SRR4050888
SRX2040470	SRR4050889
SRX2040471	SRR4050890
SRX2040472	SRR4050891
SRX2040473	SRR4050892
SRX2040474	SRR4050893
SRX2040475	SRR4050894
SRX2040476	SRR4050895
SRX2040477	SRR4050896
SRX2040478	SRR4050897
SRX2040479	SRR4050898
SRX2040480	SRR4050899
SRX2040481	SRR4050900
SRX2040482	SRR4050901
SRX2040483	SRR4050902
SRX2040484	SRR4050903
SRX2040485	SRR4050904
SRX2040486	SRR4050905
SRX2040487	SRR4050906
SRX2040488	SRR4050907
SRX2040489	SRR4050908
SRX2040490	SRR4050909
SRX2040491	SRR4050910
SRX2040492	SRR4050911
SRX2040493	SRR4050912
SRX2040494	SRR4050913
SRX2040495	SRR4050914
SRX2040496	SRR4050915
SRX2040497	SRR4050916
SRX2040498	SRR4050917
SRX2040499	SRR4050918
SRX2040500	SRR4050919
SRX2040501	SRR4050920
SRX2040502	SRR4050921
SRX2040503	SRR4050922
SRX2040504	SRR4050923
SRX2040505	SRR4050924
SRX2040506	SRR4050925
SRX2040507	SRR4050926
SRX2040508	SRR4050927
SRX2040509	SRR4050928
SRX2040510	SRR4050929
SRX2040511	SRR4050930
SRX2040512	SRR4050931
SRX2040513	SRR4050932
SRX2040514	SRR4050933
SRX2040515	SRR4050934
SRX2040516	SRR4050935
SRX2040517	SRR4050936
SRX2040518	SRR4050937
SRX2040519	SRR4050938
SRX2040520	SRR4050939
SRX2040521	SRR4050940
SRX2040522	SRR4050941
SRX2040523	SRR4050942
SRX2040524	SRR4050943
SRX2040525	SRR4050944
SRX2040526	SRR4050945
SRX2040527	SRR4050946
SRX2040528	SRR4050947
SRX2040529	SRR4050948
SRX2040530	SRR4050949
SRX2040531	SRR4050950
SRX2040532	SRR4050951
SRX2040533	SRR4050952
SRX2040534	SRR4050953
SRX2040535	SRR4050954
SRX2040536	SRR4050955
SRX2040537	SRR4050956
SRX2040538	SRR4050957
SRX2040539	SRR4050958
SRX2040540	SRR4050959
SRX2040541	SRR4050960
SRX2040542	SRR4050961
SRX2040543	SRR4050962
SRX2040544	SRR4050963
SRX2040545	SRR4050964
SRX2040546	SRR4050965
SRX2040547	SRR4050966
SRX2040548	SRR4050967
SRX2040549	SRR4050968
SRX2040550	SRR4050969
SRX2040551	SRR4050970
SRX2040552	SRR4050971
SRX2040553	SRR4050972
SRX2040554	SRR4050973
SRX2040555	SRR4050974
SRX2040556	SRR4050975
SRX2040557	SRR4050976
SRX2040558	SRR4050977
SRX2040559	SRR4050978
SRX2040560	SRR4050979
SRX2040561	SRR4050980
SRX2040562	SRR4050981
SRX2040563	SRR4050982
SRX2040564	SRR4050983
SRX2040565	SRR4050984
SRX2040566	SRR4050985
SRX2040567	SRR4050986
SRX2040568	SRR4050987
SRX2040569	SRR4050988
SRX2040570	SRR4050989
SRX2040571	SRR4050990
SRX2040572	SRR4050991
SRX2040573	SRR4050992
SRX2040574	SRR4050993
SRX2040575	SRR4050994
SRX2040576	SRR4050995
SRX2040577	SRR4050996
SRX2040578	SRR4050997
SRX2040579	SRR4050998
SRX2040580	SRR4050999
SRX2040581	SRR4051000
SRX2040582	SRR4051001
SRX2040583	SRR4051002
SRX2040584	SRR4051003
SRX2040585	SRR4051004
SRX2040586	SRR4051005
SRX2040587	SRR4051006
SRX2040588	SRR4051007
SRX2040589	SRR4051008
SRX2040590	SRR4051009
SRX2040591	SRR4051010
SRX2040592	SRR4051011
SRX2040593	SRR4051012
SRX2040594	SRR4051013
SRX2040595	SRR4051014
SRX2040596	SRR4051015
SRX2040597	SRR4051016
SRX2040598	SRR4051017
SRX2040599	SRR4051018
SRX2040600	SRR4051019
SRX2040601	SRR4051020
SRX2040602	SRR4051021
SRX2040603	SRR4051022
SRX2040604	SRR4051023
SRX2040605	SRR4051024
SRX2040606	SRR4051025
SRX2040607	SRR4051026
SRX2040608	SRR4051027
SRX2040609	SRR4051028
SRX2040610	SRR4051029
SRX2040611	SRR4051030
SRX2040612	SRR4051031
SRX2040613	SRR4051032
SRX2040614	SRR4051033
SRX2040615	SRR4051034
SRX2040616	SRR4051035
SRX2040617	SRR4051036
SRX2040618	SRR4051037
SRX2040619	SRR4051038
SRX2040620	SRR4051039
SRX2040621	SRR4051040
SRX2040622	SRR4051041
SRX2040623	SRR4051042
SRX2040624	SRR4051043
SRX2040625	SRR4051044
SRX2040626	SRR4051045
SRX2040627	SRR4051046
SRX2040628	SRR4051047
SRX2040629	SRR4051048
SRX2040630	SRR4051049
SRX2040631	SRR4051050
SRX2040632	SRR4051051
SRX2040633	SRR4051052
SRX2040634	SRR4051053
SRX2040635	SRR4051054
SRX2040636	SRR4051055
SRX2040637	SRR4051056
SRX2040638	SRR4051057
SRX2040639	SRR4051058
SRX2040640	SRR4051059
SRX2040641	SRR4051060
SRX2040642	SRR4051061
SRX2040643	SRR4051062
SRX2040644	SRR4051063
SRX2040645	SRR4051064
SRX2040646	SRR4051065
SRX2040647	SRR4051066
SRX2040648	SRR4051067
SRX2040649	SRR4051068
SRX2040650	SRR4051069
SRX2040651	SRR4051070
SRX2040652	SRR4051071
SRX2040653	SRR4051072
SRX2040654	SRR4051073
SRX2040655	SRR4051074
SRX2040656	SRR4051075
SRX2040657	SRR4051076
SRX2040658	SRR4051077
SRX2040659	SRR4051078
SRX2040660	SRR4051079
SRX2040661	SRR4051080
SRX2040662	SRR4051081
SRX2040663	SRR4051082
SRX2040664	SRR4051083
SRX2040665	SRR4051084
SRX2040666	SRR4051085
SRX2040667	SRR4051086
SRX2040668	SRR4051087
SRX2040669	SRR4051088
SRX2040670	SRR4051089
SRX2040671	SRR4051090
SRX2040672	SRR4051091
SRX2040673	SRR4051092
SRX2040674	SRR4051093
SRX2040675	SRR4051094
SRX2040676	SRR4051095
SRX2040677	SRR4051096
SRX2040678	SRR4051097
SRX2040679	SRR4051098
SRX2040680	SRR4051099
SRX2040681	SRR4051100
SRX2040682	SRR4051101
SRX2040683	SRR4051102
SRX2040684	SRR4051103
SRX2040685	SRR4051104
SRX2040686	SRR4051105
SRX2040687	SRR4051106
SRX2040688	SRR4051107
SRX2040689	SRR4051108
SRX2040690	SRR4051109
SRX2040691	SRR4051110
SRX2040692	SRR4051111
SRX2040693	SRR4051112
SRX2040694	SRR4051113
SRX2040695	SRR4051114
SRX2040696	SRR4051115
SRX2040697	SRR4051116
SRX2040698	SRR4051117
SRX2040699	SRR4051118
SRX2040700	SRR4051119
SRX2040701	SRR4051120
SRX2042252	SRR4052691
SRX2042253	SRR4052692
SRX2042254	SRR4052693
SRX2042255	SRR4052694
SRX2042256	SRR4052695
SRX2042257	SRR4052696
SRX2042258	SRR4052697
SRX2042259	SRR4052698
SRX2042260	SRR4052699
SRX2042261	SRR4052700
SRX2042262	SRR4052701
SRX2042263	SRR4052702
SRX2042264	SRR4052703
SRX2042265	SRR4052704
SRX2042266	SRR4052705
SRX2042267	SRR4052706
SRX2042268	SRR4052707
SRX2042269	SRR4052708
SRX2042270	SRR4052709
SRX2042271	SRR4052710
SRX2042272	SRR4052711
SRX2042273	SRR4052712
SRX2042274	SRR4052713
SRX2042275	SRR4052714
SRX2042276	SRR4052715
SRX2042277	SRR4052716
SRX2042278	SRR4052717
SRX2042279	SRR4052718
SRX2042280	SRR4052719
SRX2042281	SRR4052720
SRX2042282	SRR4052721
SRX2042283	SRR4052722
SRX2042284	SRR4052723
SRX2042285	SRR4052724
SRX2042286	SRR4052725
SRX2042287	SRR4052726
SRX2042288	SRR4052727
SRX2042289	SRR4052728
SRX2042290	SRR4052729
SRX2042291	SRR4052730
SRX2042292	SRR4052731
SRX2042293	SRR4052732
SRX2042294	SRR4052733
SRX2042295	SRR4052734
SRX2042296	SRR4052735
SRX2042297	SRR4052736
SRX2042298	SRR4052737
SRX2042299	SRR4052738
SRX2042300	SRR4052739
SRX2042301	SRR4052740
SRX2042302	SRR4052741
SRX2042303	SRR4052742
SRX2042304	SRR4052743
SRX2042305	SRR4052744
SRX2042306	SRR4052745
SRX2042307	SRR4052746
SRX2042308	SRR4052747
SRX2042309	SRR4052748
SRX2042310	SRR4052749
SRX2042311	SRR4052750
SRX2042312	SRR4052751
SRX2042313	SRR4052752
SRX2042314	SRR4052753
SRX2042315	SRR4052754
SRX2042316	SRR4052755
SRX2042317	SRR4052756
SRX2042318	SRR4052757
SRX2042319	SRR4052758
SRX2042320	SRR4052759
SRX2042321	SRR4052760
SRX2042322	SRR4052761
SRX2042323	SRR4052762
SRX2042324	SRR4052763
SRX2042325	SRR4052764
SRX2042326	SRR4052765
SRX2042327	SRR4052766
SRX2042328	SRR4052767
SRX2042329	SRR4052768
SRX2042330	SRR4052769
SRX2042331	SRR4052770
SRX2042332	SRR4052771
SRX2042333	SRR4052772
SRX2042334	SRR4052773
SRX2042335	SRR4052774
SRX2042336	SRR4052775
SRX2042337	SRR4052776
SRX2042338	SRR4052777
SRX2042339	SRR4052778
SRX2042340	SRR4052779
SRX2042341	SRR4052780
SRX2042342	SRR4052781
SRX2042343	SRR4052782
SRX2042344	SRR4052783
SRX2042345	SRR4052784
SRX2042346	SRR4052785
SRX2042347	SRR4052786
SRX2042348	SRR4052787
SRX2042349	SRR4052788
SRX2042350	SRR4052789
SRX2042351	SRR4052790
SRX2042352	SRR4052791
SRX2042353	SRR4052792
SRX2042354	SRR4052793
SRX2042355	SRR4052794
SRX2042356	SRR4052795
SRX2042357	SRR4052796
SRX2042358	SRR4052797
SRX2042359	SRR4052798
SRX2042360	SRR4052799
SRX2042361	SRR4052800
SRX2042362	SRR4052801
SRX2042363	SRR4052802
SRX2042364	SRR4052803
SRX2042365	SRR4052804
SRX2042366	SRR4052805
SRX2042367	SRR4052806
SRX2042368	SRR4052807
SRX2042369	SRR4052808
SRX2042370	SRR4052809
SRX2042371	SRR4052810
SRX2042372	SRR4052811
SRX2042373	SRR4052812
SRX2042374	SRR4052813
SRX2042375	SRR4052814
SRX2042376	SRR4052815
SRX2042377	SRR4052816
SRX2042378	SRR4052817
SRX2042379	SRR4052818
SRX2042380	SRR4052819
SRX2042381	SRR4052820
SRX2042382	SRR4052821
SRX2042383	SRR4052822
SRX2042384	SRR4052823
SRX2042385	SRR4052824
SRX2042386	SRR4052825
SRX2042387	SRR4052826
SRX2042388	SRR4052827
SRX2042389	SRR4052828
SRX2042390	SRR4052829
SRX2042391	SRR4052830
SRX2042392	SRR4052831
SRX2042393	SRR4052832
SRX2042394	SRR4052833
SRX2042395	SRR4052834
SRX2042396	SRR4052835
SRX2042397	SRR4052836
SRX2042398	SRR4052837
SRX2042399	SRR4052838
SRX2042400	SRR4052839
SRX2042401	SRR4052840
SRX2042402	SRR4052841
SRX2042403	SRR4052842
SRX2042404	SRR4052843
SRX2042405	SRR4052844
SRX2042406	SRR4052845
SRX2042407	SRR4052846
SRX2042408	SRR4052847
SRX2042409	SRR4052848
SRX2042410	SRR4052849
SRX2042411	SRR4052850
SRX2042412	SRR4052851
SRX2042413	SRR4052852
SRX2042414	SRR4052853
SRX2042415	SRR4052854
SRX2042416	SRR4052855
SRX2042417	SRR4052856
SRX2042418	SRR4052857
SRX2042419	SRR4052858
SRX2042420	SRR4052859
SRX2042421	SRR4052860
SRX2042422	SRR4052861
SRX2042423	SRR4052862
SRX2042424	SRR4052863
SRX2042425	SRR4052864
SRX2042426	SRR4052865
SRX2042427	SRR4052866
SRX2042428	SRR4052867
SRX2042429	SRR4052868
SRX2042430	SRR4052869
SRX2042431	SRR4052870
SRX2042432	SRR4052871
SRX2042433	SRR4052872
SRX2042434	SRR4052873
SRX2042435	SRR4052874
SRX2042436	SRR4052875
SRX2042437	SRR4052876
SRX2042438	SRR4052877
SRX2042439	SRR4052878
SRX2042440	SRR4052879
SRX2042441	SRR4052880
SRX2042442	SRR4052881
SRX2042443	SRR4052882
SRX2042444	SRR4052883
SRX2042445	SRR4052884
SRX2042446	SRR4052885
SRX2042447	SRR4052886
SRX2042448	SRR4052887
SRX2042449	SRR4052888
SRX2042451	SRR4052889
SRX2042452	SRR4052890
SRX2042453	SRR4052891
SRX2042454	SRR4052892
SRX2042455	SRR4052893
SRX2042456	SRR4052894
SRX2042457	SRR4052895
SRX2042458	SRR4052896
SRX2042459	SRR4052897
SRX2042460	SRR4052898
SRX2042461	SRR4052899
SRX2042462	SRR4052900
SRX2042463	SRR4052901
SRX2042464	SRR4052902
SRX2042465	SRR4052903
SRX2042466	SRR4052904
SRX2042467	SRR4052905
SRX2042468	SRR4052906
SRX2042469	SRR4052907
SRX2042470	SRR4052908
SRX2042471	SRR4052909
SRX2042472	SRR4052910
SRX2042473	SRR4052911
SRX2042474	SRR4052912
SRX2042475	SRR4052913
SRX2042476	SRR4052914
SRX2042477	SRR4052915
SRX2042478	SRR4052916
SRX2042479	SRR4052917
SRX2042480	SRR4052918
SRX2042481	SRR4052919
SRX2042482	SRR4052920
SRX2042483	SRR4052921
SRX2042484	SRR4052922
SRX2042485	SRR4052923
SRX2042486	SRR4052924
SRX2042487	SRR4052925
SRX2042488	SRR4052926
SRX2042489	SRR4052927
SRX2042490	SRR4052928
SRX2042491	SRR4052929
SRX2042492	SRR4052930
SRX2042493	SRR4052931
SRX2042494	SRR4052932
SRX2042495	SRR4052933
SRX2042496	SRR4052934
SRX2042497	SRR4052935
SRX2042498	SRR4052936
SRX2042499	SRR4052937
SRX2042500	SRR4052938
SRX2042501	SRR4052939
SRX2042502	SRR4052940
SRX2042503	SRR4052941
SRX2042504	SRR4052942
SRX2042505	SRR4052943
SRX2042506	SRR4052944
SRX2042507	SRR4052945
SRX2042508	SRR4052946
SRX2042509	SRR4052947
SRX2042510	SRR4052948
SRX2042511	SRR4052949
SRX2042512	SRR4052950
SRX2042513	SRR4052951
SRX2042514	SRR4052952
SRX2042515	SRR4052953
SRX2042516	SRR4052954
SRX2042517	SRR4052955
SRX2042518	SRR4052956
SRX2042519	SRR4052957
SRX2042520	SRR4052958
SRX2042521	SRR4052959
SRX2042522	SRR4052960
SRX2042523	SRR4052961
SRX2042524	SRR4052962
SRX2042525	SRR4052963
SRX2042526	SRR4052964
SRX2042527	SRR4052965
SRX2042528	SRR4052966
SRX2042529	SRR4052967
SRX2042530	SRR4052968
SRX2042531	SRR4052969
SRX2042532	SRR4052970
SRX2042533	SRR4052971
SRX2042534	SRR4052972
SRX2042535	SRR4052973
SRX2042536	SRR4052974
SRX2042537	SRR4052975
SRX2042538	SRR4052976
SRX2042539	SRR4052977
SRX2042540	SRR4052978
SRX2042541	SRR4052979
SRX2042542	SRR4052980
SRX2042543	SRR4052981
SRX2042545	SRR4052982
SRX2042546	SRR4052983
SRX2042547	SRR4052984
SRX2042548	SRR4052985
SRX2042549	SRR4052986
SRX2042550	SRR4052987
SRX2042551	SRR4052988
SRX2042552	SRR4052989
SRX2042553	SRR4052990
SRX2042554	SRR4052991
SRX2042555	SRR4052992
SRX2042556	SRR4052993
SRX2042557	SRR4052994
SRX2042558	SRR4052995
SRX2042559	SRR4052996
SRX2042560	SRR4052997
SRX2042561	SRR4052998
SRX2042562	SRR4052999
SRX2042563	SRR4053000
SRX2042564	SRR4053001
SRX2042565	SRR4053002
SRX2042566	SRR4053003
SRX2042567	SRR4053004
SRX2042568	SRR4053005
SRX2042569	SRR4053006
SRX2042570	SRR4053007
SRX2042571	SRR4053008
SRX2042572	SRR4053009
SRX2042573	SRR4053010
SRX2042574	SRR4053011
SRX2042575	SRR4053012
SRX2042576	SRR4053013
SRX2042577	SRR4053014
SRX2042578	SRR4053015
SRX2042579	SRR4053016
SRX2042580	SRR4053017
SRX2042581	SRR4053018
SRX2042582	SRR4053019
SRX2042583	SRR4053020
SRX2042584	SRR4053021
SRX2042585	SRR4053022
SRX2042586	SRR4053023
SRX2042587	SRR4053024
SRX2042588	SRR4053025
SRX2042589	SRR4053026
SRX2042590	SRR4053027
SRX2042591	SRR4053028
SRX2042592	SRR4053029
SRX2042593	SRR4053030
SRX2042594	SRR4053031
SRX2042595	SRR4053032
SRX2042596	SRR4053033
SRX2042597	SRR4053034
SRX2042598	SRR4053035
SRX2042599	SRR4053036
SRX2042600	SRR4053037
SRX2042601	SRR4053038
SRX2042602	SRR4053039
SRX2042603	SRR4053040
SRX2042604	SRR4053041
SRX2042605	SRR4053042
SRX2042606	SRR4053043
SRX2042607	SRR4053044
SRX2042608	SRR4053045
SRX2042609	SRR4053046
SRX2042610	SRR4053047
SRX2042611	SRR4053048
SRX2042612	SRR4053050
SRX2042613	SRR4053051
SRX2042614	SRR4053052
SRX2042615	SRR4053053
SRX2042616	SRR4053054
SRX2042617	SRR4053055
SRX2042618	SRR4053056
SRX2042619	SRR4053057
SRX2042620	SRR4053058
SRX2042621	SRR4053059
SRX2042622	SRR4053060
SRX2042623	SRR4053061
SRX2042624	SRR4053062
SRX2042625	SRR4053063
SRX2042626	SRR4053064
SRX2042627	SRR4053065
SRX2042628	SRR4053066
SRX2042629	SRR4053067
SRX2042630	SRR4053068
SRX2042631	SRR4053069
SRX2042632	SRR4053070
SRX2042633	SRR4053071
SRX2042634	SRR4053072
SRX2042635	SRR4053073
SRX2042636	SRR4053074
SRX2042637	SRR4053075
SRX2042638	SRR4053076
SRX2042639	SRR4053077
SRX2042640	SRR4053078
SRX2042641	SRR4053079
SRX2042642	SRR4053080
SRX2042643	SRR4053081
SRX2042644	SRR4053082
SRX2042645	SRR4053083
SRX2042646	SRR4053084
SRX2042647	SRR4053085
SRX2042648	SRR4053086
SRX2042649	SRR4053087
SRX2042650	SRR4053088
SRX2042651	SRR4053089
SRX2042652	SRR4053090
SRX2042653	SRR4053091
SRX2042654	SRR4053092
SRX2042655	SRR4053093
SRX2042656	SRR4053094
SRX2042657	SRR4053095
SRX2042658	SRR4053096
SRX2042659	SRR4053097
SRX2042660	SRR4053098
SRX2042661	SRR4053099
SRX2042662	SRR4053100
SRX2042663	SRR4053101
SRX2042664	SRR4053102
SRX2042665	SRR4053103
SRX2042666	SRR4053104
SRX2042667	SRR4053105
SRX2042668	SRR4053106
SRX2042669	SRR4053107
SRX2042670	SRR4053108
SRX2042671	SRR4053109
SRX2042672	SRR4053110
SRX2042673	SRR4053111
SRX2042674	SRR4053112
SRX2042675	SRR4053113
SRX2042676	SRR4053114
SRX2042677	SRR4053115
SRX2042678	SRR4053116
SRX2042679	SRR4053117
SRX2042680	SRR4053118
SRX2042681	SRR4053119
SRX2042682	SRR4053120
SRX2042683	SRR4053121
SRX2042684	SRR4053122
SRX2042685	SRR4053123
SRX2042686	SRR4053124
SRX2042687	SRR4053125
SRX2042688	SRR4053126
SRX2042689	SRR4053127
SRX2042690	SRR4053128
SRX2042691	SRR4053129
SRX2042692	SRR4053130
SRX2042693	SRR4053131
SRX2042694	SRR4053132
SRX2042695	SRR4053133
SRX2042696	SRR4053134
SRX2042697	SRR4053135
SRX2042698	SRR4053136
SRX2042699	SRR4053137
SRX2042700	SRR4053138
SRX2042701	SRR4053139
SRX2042702	SRR4053140
SRX2042703	SRR4053141
SRX2042704	SRR4053142
SRX2042705	SRR4053143
SRX2042706	SRR4053144
SRX2042707	SRR4053145
SRX2042708	SRR4053146
SRX2042709	SRR4053147
SRX2042710	SRR4053148
SRX2042711	SRR4053149
SRX2042712	SRR4053150
SRX2042713	SRR4053151
SRX2042714	SRR4053152
SRX2042715	SRR4053153
SRX2042716	SRR4053154
SRX2042717	SRR4053155
SRX2042718	SRR4053156
SRX2042719	SRR4053157
SRX2042720	SRR4053158
SRX2042721	SRR4053159
SRX2042722	SRR4053160
SRX2042723	SRR4053161
SRX2042724	SRR4053162
SRX2042725	SRR4053163
SRX2042726	SRR4053164
SRX2042727	SRR4053165
SRX2042728	SRR4053166
SRX2042729	SRR4053167
SRX2042730	SRR4053168
SRX2042731	SRR4053169
SRX2042732	SRR4053170
SRX2042733	SRR4053171
SRX2042734	SRR4053172
SRX2042735	SRR4053173
SRX2042736	SRR4053174
SRX2042737	SRR4053175
SRX2042738	SRR4053176
SRX2042739	SRR4053177
SRX2042740	SRR4053178
SRX2042741	SRR4053179
SRX2042742	SRR4053180
SRX2042743	SRR4053181
SRX2042744	SRR4053182
SRX2042745	SRR4053183
SRX2042746	SRR4053184
SRX2042747	SRR4053185
SRX2042748	SRR4053186
SRX2042749	SRR4053187
SRX2042750	SRR4053188
SRX2042751	SRR4053189
SRX2042752	SRR4053190
SRX2042753	SRR4053191
SRX2042754	SRR4053192
SRX2042755	SRR4053193
SRX2042756	SRR4053194
SRX2042757	SRR4053195
SRX2042758	SRR4053196
SRX2042759	SRR4053197
SRX2042760	SRR4053198
SRX2042761	SRR4053199
SRX2042762	SRR4053200
SRX2042763	SRR4053201
SRX2042764	SRR4053202
SRX2042765	SRR4053203
SRX2042766	SRR4053204
SRX2042767	SRR4053205
SRX2042768	SRR4053206
SRX2042769	SRR4053207
SRX2042770	SRR4053208
SRX2042771	SRR4053209
SRX2042772	SRR4053210
SRX2042774	SRR4053211
