AvgSpotLen_l	BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	inferred_cell_type_s	source_name_s	strain_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	ReleaseDate_s	SRA_Study_s
51	SAMN05565421	SRX2050195	2016-08-25	18	18	Mus musculus	SRR4060918	SRS1642691	GSM2273963	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565421	SRX2050195	2016-08-25	39	38	Mus musculus	SRR4060919	SRS1642691	GSM2273963	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565420	SRX2050196	2016-08-25	11	11	Mus musculus	SRR4060920	SRS1642692	GSM2273964	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565420	SRX2050196	2016-08-25	24	24	Mus musculus	SRR4060921	SRS1642692	GSM2273964	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565419	SRX2050197	2016-08-25	23	24	Mus musculus	SRR4060922	SRS1642693	GSM2273965	pooled male and female	e12.5	mDA0	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565419	SRX2050197	2016-08-25	48	47	Mus musculus	SRR4060923	SRS1642693	GSM2273965	pooled male and female	e12.5	mDA0	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565418	SRX2050198	2016-08-25	30	31	Mus musculus	SRR4060924	SRS1642694	GSM2273966	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565418	SRX2050198	2016-08-25	65	64	Mus musculus	SRR4060925	SRS1642694	GSM2273966	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565417	SRX2050199	2016-08-25	27	27	Mus musculus	SRR4060926	SRS1642695	GSM2273967	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565417	SRX2050199	2016-08-25	58	57	Mus musculus	SRR4060927	SRS1642695	GSM2273967	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565416	SRX2050200	2016-08-25	38	38	Mus musculus	SRR4060928	SRS1642696	GSM2273968	pooled male and female	e12.5	mNProg	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565416	SRX2050200	2016-08-25	79	77	Mus musculus	SRR4060929	SRS1642696	GSM2273968	pooled male and female	e12.5	mNProg	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565415	SRX2050201	2016-08-25	42	42	Mus musculus	SRR4060930	SRS1642697	GSM2273969	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565415	SRX2050201	2016-08-25	86	83	Mus musculus	SRR4060931	SRS1642697	GSM2273969	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565414	SRX2050202	2016-08-25	33	34	Mus musculus	SRR4060932	SRS1642698	GSM2273970	pooled male and female	e12.5	mEndo	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565414	SRX2050202	2016-08-25	69	67	Mus musculus	SRR4060933	SRS1642698	GSM2273970	pooled male and female	e12.5	mEndo	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565413	SRX2050203	2016-08-25	16	16	Mus musculus	SRR4060934	SRS1642700	GSM2273971	pooled male and female	e12.5	mNbM	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565413	SRX2050203	2016-08-25	35	34	Mus musculus	SRR4060935	SRS1642700	GSM2273971	pooled male and female	e12.5	mNbM	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565412	SRX2050204	2016-08-25	16	16	Mus musculus	SRR4060936	SRS1642699	GSM2273972	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565412	SRX2050204	2016-08-25	34	33	Mus musculus	SRR4060937	SRS1642699	GSM2273972	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565411	SRX2050205	2016-08-25	34	35	Mus musculus	SRR4060938	SRS1642701	GSM2273973	pooled male and female	e12.5	mDA0	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565411	SRX2050205	2016-08-25	74	72	Mus musculus	SRR4060939	SRS1642701	GSM2273973	pooled male and female	e12.5	mDA0	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565410	SRX2050206	2016-08-25	41	41	Mus musculus	SRR4060940	SRS1642702	GSM2273974	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565410	SRX2050206	2016-08-25	83	82	Mus musculus	SRR4060941	SRS1642702	GSM2273974	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565409	SRX2050207	2016-08-25	34	35	Mus musculus	SRR4060942	SRS1642703	GSM2273975	pooled male and female	e12.5	mNbM	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565409	SRX2050207	2016-08-25	71	70	Mus musculus	SRR4060943	SRS1642703	GSM2273975	pooled male and female	e12.5	mNbM	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565408	SRX2050208	2016-08-25	28	29	Mus musculus	SRR4060944	SRS1642704	GSM2273976	pooled male and female	e12.5	mRN	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565408	SRX2050208	2016-08-25	60	59	Mus musculus	SRR4060945	SRS1642704	GSM2273976	pooled male and female	e12.5	mRN	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565407	SRX2050209	2016-08-25	41	41	Mus musculus	SRR4060946	SRS1642705	GSM2273977	pooled male and female	e12.5	mNbDA	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565407	SRX2050209	2016-08-25	87	85	Mus musculus	SRR4060947	SRS1642705	GSM2273977	pooled male and female	e12.5	mNbDA	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565406	SRX2050210	2016-08-25	34	34	Mus musculus	SRR4060948	SRS1642706	GSM2273978	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565406	SRX2050210	2016-08-25	71	69	Mus musculus	SRR4060949	SRS1642706	GSM2273978	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565405	SRX2050211	2016-08-25	16	16	Mus musculus	SRR4060950	SRS1642707	GSM2273979	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565405	SRX2050211	2016-08-25	34	33	Mus musculus	SRR4060951	SRS1642707	GSM2273979	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565404	SRX2050212	2016-08-25	25	25	Mus musculus	SRR4060952	SRS1642708	GSM2273980	pooled male and female	e12.5	mNProg	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565404	SRX2050212	2016-08-25	52	51	Mus musculus	SRR4060953	SRS1642708	GSM2273980	pooled male and female	e12.5	mNProg	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565403	SRX2050213	2016-08-25	23	23	Mus musculus	SRR4060954	SRS1642709	GSM2273981	pooled male and female	e12.5	mNbM	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565403	SRX2050213	2016-08-25	51	51	Mus musculus	SRR4060955	SRS1642709	GSM2273981	pooled male and female	e12.5	mNbM	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565402	SRX2050214	2016-08-25	29	29	Mus musculus	SRR4060956	SRS1642710	GSM2273982	pooled male and female	e12.5	mNbML3	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565402	SRX2050214	2016-08-25	62	60	Mus musculus	SRR4060957	SRS1642710	GSM2273982	pooled male and female	e12.5	mNbML3	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565401	SRX2050215	2016-08-25	37	38	Mus musculus	SRR4060958	SRS1642711	GSM2273983	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565401	SRX2050215	2016-08-25	80	79	Mus musculus	SRR4060959	SRS1642711	GSM2273983	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565440	SRX2050216	2016-08-25	28	28	Mus musculus	SRR4060960	SRS1642712	GSM2273984	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565440	SRX2050216	2016-08-25	58	57	Mus musculus	SRR4060961	SRS1642712	GSM2273984	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565400	SRX2050217	2016-08-25	27	27	Mus musculus	SRR4060962	SRS1642713	GSM2273985	pooled male and female	e12.5	mGaba1b	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565400	SRX2050217	2016-08-25	53	52	Mus musculus	SRR4060963	SRS1642713	GSM2273985	pooled male and female	e12.5	mGaba1b	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05564961	SRX2050218	2016-08-25	27	28	Mus musculus	SRR4060964	SRS1642724	GSM2273986	pooled male and female	e12.5	mPeric	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05564961	SRX2050218	2016-08-25	46	46	Mus musculus	SRR4060965	SRS1642724	GSM2273986	pooled male and female	e12.5	mPeric	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565441	SRX2050219	2016-08-25	15	16	Mus musculus	SRR4060966	SRS1642714	GSM2273987	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565441	SRX2050219	2016-08-25	25	25	Mus musculus	SRR4060967	SRS1642714	GSM2273987	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565439	SRX2050221	2016-08-25	37	37	Mus musculus	SRR4060968	SRS1642715	GSM2273988	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565439	SRX2050221	2016-08-25	57	56	Mus musculus	SRR4060969	SRS1642715	GSM2273988	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565438	SRX2050222	2016-08-25	35	36	Mus musculus	SRR4060970	SRS1642716	GSM2273989	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565438	SRX2050222	2016-08-25	58	58	Mus musculus	SRR4060971	SRS1642716	GSM2273989	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565437	SRX2050223	2016-08-25	29	30	Mus musculus	SRR4060972	SRS1642717	GSM2273990	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565437	SRX2050223	2016-08-25	49	48	Mus musculus	SRR4060973	SRS1642717	GSM2273990	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565436	SRX2050224	2016-08-25	33	34	Mus musculus	SRR4060974	SRS1642718	GSM2273991	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565436	SRX2050224	2016-08-25	55	55	Mus musculus	SRR4060975	SRS1642718	GSM2273991	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565435	SRX2050225	2016-08-25	32	33	Mus musculus	SRR4060976	SRS1642719	GSM2273992	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565435	SRX2050225	2016-08-25	53	53	Mus musculus	SRR4060977	SRS1642719	GSM2273992	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565434	SRX2050226	2016-08-25	27	28	Mus musculus	SRR4060978	SRS1642720	GSM2273993	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565434	SRX2050226	2016-08-25	46	46	Mus musculus	SRR4060979	SRS1642720	GSM2273993	pooled male and female	e12.5	mNbML2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565433	SRX2050227	2016-08-25	22	22	Mus musculus	SRR4060980	SRS1642721	GSM2273994	pooled male and female	e12.5	mRN	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565433	SRX2050227	2016-08-25	35	35	Mus musculus	SRR4060981	SRS1642721	GSM2273994	pooled male and female	e12.5	mRN	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565432	SRX2050228	2016-08-25	23	24	Mus musculus	SRR4060982	SRS1642722	GSM2273995	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565432	SRX2050228	2016-08-25	38	37	Mus musculus	SRR4060983	SRS1642722	GSM2273995	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565431	SRX2050229	2016-08-25	29	30	Mus musculus	SRR4060984	SRS1642723	GSM2273996	pooled male and female	e12.5	mOMTN	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565431	SRX2050229	2016-08-25	47	47	Mus musculus	SRR4060985	SRS1642723	GSM2273996	pooled male and female	e12.5	mOMTN	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565430	SRX2050230	2016-08-25	33	34	Mus musculus	SRR4060986	SRS1642725	GSM2273997	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05565430	SRX2050230	2016-08-25	54	53	Mus musculus	SRR4060987	SRS1642725	GSM2273997	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05566311	SRX2050231	2016-08-25	38	39	Mus musculus	SRR4060988	SRS1642726	GSM2273998	pooled male and female	e12.5	mNProg	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05566311	SRX2050231	2016-08-25	61	60	Mus musculus	SRR4060989	SRS1642726	GSM2273998	pooled male and female	e12.5	mNProg	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05566310	SRX2050232	2016-08-25	36	37	Mus musculus	SRR4060990	SRS1642727	GSM2273999	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05566310	SRX2050232	2016-08-25	61	60	Mus musculus	SRR4060991	SRS1642727	GSM2273999	pooled male and female	e12.5	mUnclassified	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05566309	SRX2050233	2016-08-25	42	43	Mus musculus	SRR4060992	SRS1642728	GSM2274000	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05566309	SRX2050233	2016-08-25	73	72	Mus musculus	SRR4060993	SRS1642728	GSM2274000	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05566308	SRX2050234	2016-08-25	36	37	Mus musculus	SRR4060994	SRS1642729	GSM2274001	pooled male and female	e12.5	mNbL2	ventral midbrain	CD1	ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
