Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[cell line]	Characteristics[strain]	Characteristics[specimen with known storage state]	Characteristics[cell cycle stage]	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Comment[spike sequence file]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle stage]
G2M_cell46	ERS527349	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell46	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell46	sequencing assay	ERX538248	G2M_Cell46_1.fastq.gz	G2M_Cell46_1.fastq.gz	ERR580268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580268/ERR580268_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell46	ERS527349	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell46	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell46	sequencing assay	ERX538248	G2M_Cell46_2.fastq.gz	G2M_Cell46_2.fastq.gz	ERR580268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580268/ERR580268_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell47	ERS527416	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell47	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell47	sequencing assay	ERX538315	G2M_Cell47_1.fastq.gz	G2M_Cell47_1.fastq.gz	ERR580276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580276/ERR580276_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell47	ERS527416	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell47	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell47	sequencing assay	ERX538315	G2M_Cell47_2.fastq.gz	G2M_Cell47_2.fastq.gz	ERR580276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580276/ERR580276_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell48	ERS527284	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell48	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell48	sequencing assay	ERX538183	G2M_Cell48_1.fastq.gz	G2M_Cell48_1.fastq.gz	ERR580260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580260/ERR580260_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell48	ERS527284	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell48	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell48	sequencing assay	ERX538183	G2M_Cell48_2.fastq.gz	G2M_Cell48_2.fastq.gz	ERR580260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580260/ERR580260_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell49	ERS527499	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell49	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell49	sequencing assay	ERX538398	G2M_Cell49_1.fastq.gz	G2M_Cell49_1.fastq.gz	ERR580149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580149/ERR580149_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell49	ERS527499	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell49	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell49	sequencing assay	ERX538398	G2M_Cell49_2.fastq.gz	G2M_Cell49_2.fastq.gz	ERR580149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580149/ERR580149_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell50	ERS527334	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell50	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell50	sequencing assay	ERX538233	G2M_Cell50_1.fastq.gz	G2M_Cell50_1.fastq.gz	ERR580206	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580206/ERR580206_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell50	ERS527334	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell50	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell50	sequencing assay	ERX538233	G2M_Cell50_2.fastq.gz	G2M_Cell50_2.fastq.gz	ERR580206	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580206/ERR580206_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell51	ERS527382	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell51	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell51	sequencing assay	ERX538281	G2M_Cell51_1.fastq.gz	G2M_Cell51_1.fastq.gz	ERR580168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580168/ERR580168_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell51	ERS527382	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell51	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell51	sequencing assay	ERX538281	G2M_Cell51_2.fastq.gz	G2M_Cell51_2.fastq.gz	ERR580168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580168/ERR580168_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell52	ERS527487	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell52	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell52	sequencing assay	ERX538386	G2M_Cell52_1.fastq.gz	G2M_Cell52_1.fastq.gz	ERR580095	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580095/ERR580095_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell52	ERS527487	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell52	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell52	sequencing assay	ERX538386	G2M_Cell52_2.fastq.gz	G2M_Cell52_2.fastq.gz	ERR580095	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580095/ERR580095_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell53	ERS527281	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell53	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell53	sequencing assay	ERX538180	G2M_Cell53_1.fastq.gz	G2M_Cell53_1.fastq.gz	ERR580122	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580122/ERR580122_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell53	ERS527281	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell53	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell53	sequencing assay	ERX538180	G2M_Cell53_2.fastq.gz	G2M_Cell53_2.fastq.gz	ERR580122	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580122/ERR580122_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell54	ERS527251	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell54	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell54	sequencing assay	ERX538150	G2M_Cell54_1.fastq.gz	G2M_Cell54_1.fastq.gz	ERR580209	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580209/ERR580209_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell54	ERS527251	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell54	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell54	sequencing assay	ERX538150	G2M_Cell54_2.fastq.gz	G2M_Cell54_2.fastq.gz	ERR580209	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580209/ERR580209_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell55	ERS527425	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell55	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell55	sequencing assay	ERX538324	G2M_Cell55_1.fastq.gz	G2M_Cell55_1.fastq.gz	ERR580075	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580075/ERR580075_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell55	ERS527425	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell55	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell55	sequencing assay	ERX538324	G2M_Cell55_2.fastq.gz	G2M_Cell55_2.fastq.gz	ERR580075	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580075/ERR580075_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell56	ERS527391	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell56	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell56	sequencing assay	ERX538290	G2M_Cell56_1.fastq.gz	G2M_Cell56_1.fastq.gz	ERR580286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580286/ERR580286_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell56	ERS527391	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell56	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell56	sequencing assay	ERX538290	G2M_Cell56_2.fastq.gz	G2M_Cell56_2.fastq.gz	ERR580286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580286/ERR580286_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell57	ERS527336	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell57	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell57	sequencing assay	ERX538235	G2M_Cell57_1.fastq.gz	G2M_Cell57_1.fastq.gz	ERR580030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580030/ERR580030_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell57	ERS527336	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell57	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell57	sequencing assay	ERX538235	G2M_Cell57_2.fastq.gz	G2M_Cell57_2.fastq.gz	ERR580030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580030/ERR580030_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell58	ERS527279	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell58	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell58	sequencing assay	ERX538178	G2M_Cell58_1.fastq.gz	G2M_Cell58_1.fastq.gz	ERR580098	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580098/ERR580098_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell58	ERS527279	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell58	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell58	sequencing assay	ERX538178	G2M_Cell58_2.fastq.gz	G2M_Cell58_2.fastq.gz	ERR580098	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580098/ERR580098_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell59	ERS527397	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell59	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell59	sequencing assay	ERX538296	G2M_Cell59_1.fastq.gz	G2M_Cell59_1.fastq.gz	ERR580193	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580193/ERR580193_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell59	ERS527397	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell59	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell59	sequencing assay	ERX538296	G2M_Cell59_2.fastq.gz	G2M_Cell59_2.fastq.gz	ERR580193	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580193/ERR580193_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell60	ERS527410	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell60	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell60	sequencing assay	ERX538309	G2M_Cell60_1.fastq.gz	G2M_Cell60_1.fastq.gz	ERR580104	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580104/ERR580104_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell60	ERS527410	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell60	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell60	sequencing assay	ERX538309	G2M_Cell60_2.fastq.gz	G2M_Cell60_2.fastq.gz	ERR580104	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580104/ERR580104_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell61	ERS527320	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell61	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell61	sequencing assay	ERX538219	G2M_Cell61_1.fastq.gz	G2M_Cell61_1.fastq.gz	ERR580296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580296/ERR580296_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
G2M_cell61	ERS527320	cell	Mus musculus	AB2.2	mESC	fresh specimen	G2/M	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G2M_cell61	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G2M_cell61	sequencing assay	ERX538219	G2M_Cell61_2.fastq.gz	G2M_Cell61_2.fastq.gz	ERR580296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580296/ERR580296_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G2M_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G2/M
