BioSample_s	Experiment_s	Instrument_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	curated_cell_type_s	health_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s	tissue_s
SAMN05217196	SRX1832484	Illumina HiSeq 2500	505	198	SRR3650698	SRS1493562	GSM2194634	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217197	SRX1832485	Illumina HiSeq 2500	271	101	SRR3650699	SRS1493564	GSM2194635	child	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217197	SRX1832485	Illumina HiSeq 2500	256	100	SRR3650700	SRS1493564	GSM2194635	child	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217387	SRX1832486	Illumina HiSeq 2500	514	192	SRR3650701	SRS1493563	GSM2194636	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217387	SRX1832486	Illumina HiSeq 2500	503	198	SRR3650702	SRS1493563	GSM2194636	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217388	SRX1832487	Illumina HiSeq 2500	514	204	SRR3650703	SRS1493565	GSM2194637	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217388	SRX1832487	Illumina HiSeq 2500	521	211	SRR3650704	SRS1493565	GSM2194637	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217389	SRX1832488	Illumina HiSeq 2500	449	170	SRR3650705	SRS1493566	GSM2194638	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217389	SRX1832488	Illumina HiSeq 2500	424	169	SRR3650706	SRS1493566	GSM2194638	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217390	SRX1832489	Illumina HiSeq 2500	603	227	SRR3650707	SRS1493567	GSM2194639	child	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217390	SRX1832489	Illumina HiSeq 2500	577	228	SRR3650708	SRS1493567	GSM2194639	child	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217391	SRX1832490	Illumina HiSeq 2500	801	300	SRR3650709	SRS1493568	GSM2194640	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217391	SRX1832490	Illumina HiSeq 2500	769	304	SRR3650710	SRS1493568	GSM2194640	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217392	SRX1832491	Illumina HiSeq 2500	641	257	SRR3650711	SRS1493570	GSM2194641	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217392	SRX1832491	Illumina HiSeq 2500	663	270	SRR3650712	SRS1493570	GSM2194641	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217393	SRX1832492	Illumina HiSeq 2500	315	118	SRR3650713	SRS1493569	GSM2194642	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217393	SRX1832492	Illumina HiSeq 2500	303	120	SRR3650714	SRS1493569	GSM2194642	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217394	SRX1832493	Illumina HiSeq 2500	643	242	SRR3650715	SRS1493571	GSM2194643	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217394	SRX1832493	Illumina HiSeq 2500	621	246	SRR3650716	SRS1493571	GSM2194643	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217395	SRX1832494	Illumina HiSeq 2500	411	154	SRR3650717	SRS1493572	GSM2194644	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217395	SRX1832494	Illumina HiSeq 2500	403	159	SRR3650718	SRS1493572	GSM2194644	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217396	SRX1832495	Illumina HiSeq 2500	1060	421	SRR3650719	SRS1493573	GSM2194645	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217396	SRX1832495	Illumina HiSeq 2500	1091	441	SRR3650720	SRS1493573	GSM2194645	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217397	SRX1832496	Illumina HiSeq 2500	667	251	SRR3650721	SRS1493574	GSM2194646	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217397	SRX1832496	Illumina HiSeq 2500	638	252	SRR3650722	SRS1493574	GSM2194646	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217398	SRX1832497	Illumina HiSeq 2500	102	50	SRR3650723	SRS1493575	GSM2194647	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217398	SRX1832497	Illumina HiSeq 2500	150	74	SRR3650724	SRS1493575	GSM2194647	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217399	SRX1832498	Illumina HiSeq 2500	844	316	SRR3650725	SRS1493576	GSM2194648	child	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217399	SRX1832498	Illumina HiSeq 2500	817	321	SRR3650726	SRS1493576	GSM2194648	child	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217400	SRX1832499	Illumina HiSeq 2500	770	298	SRR3650727	SRS1493577	GSM2194649	child	acinar	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217400	SRX1832499	Illumina HiSeq 2500	776	310	SRR3650728	SRS1493577	GSM2194649	child	acinar	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217401	SRX1832500	Illumina HiSeq 2500	399	184	SRR3650729	SRS1493578	GSM2194650	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217401	SRX1832500	Illumina HiSeq 2500	454	205	SRR3650730	SRS1493578	GSM2194650	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217402	SRX1832501	Illumina HiSeq 2500	416	163	SRR3650731	SRS1493579	GSM2194651	child	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217402	SRX1832501	Illumina HiSeq 2500	418	169	SRR3650732	SRS1493579	GSM2194651	child	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217403	SRX1832502	Illumina HiSeq 2500	672	259	SRR3650733	SRS1493581	GSM2194652	child	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217403	SRX1832502	Illumina HiSeq 2500	664	265	SRR3650734	SRS1493581	GSM2194652	child	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217404	SRX1832503	Illumina HiSeq 2500	303	116	SRR3650735	SRS1493583	GSM2194653	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217404	SRX1832503	Illumina HiSeq 2500	304	121	SRR3650736	SRS1493583	GSM2194653	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217405	SRX1832504	Illumina HiSeq 2500	319	138	SRR3650737	SRS1493580	GSM2194654	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217406	SRX1832505	Illumina HiSeq 2500	300	126	SRR3650738	SRS1493582	GSM2194655	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217407	SRX1832506	Illumina HiSeq 2500	287	121	SRR3650739	SRS1493585	GSM2194656	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217408	SRX1832507	Illumina HiSeq 2500	226	95	SRR3650740	SRS1493584	GSM2194657	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217409	SRX1832508	Illumina HiSeq 2500	139	58	SRR3650741	SRS1493587	GSM2194658	adult	acinar	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217410	SRX1832509	Illumina HiSeq 2500	284	119	SRR3650742	SRS1493586	GSM2194659	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217411	SRX1832510	Illumina HiSeq 2500	415	173	SRR3650743	SRS1493588	GSM2194660	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217412	SRX1832511	Illumina HiSeq 2500	230	96	SRR3650744	SRS1493589	GSM2194661	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217413	SRX1832512	Illumina HiSeq 2500	94	46	SRR3650745	SRS1493590	GSM2194662	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217413	SRX1832512	Illumina HiSeq 2500	83	41	SRR3650746	SRS1493590	GSM2194662	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217414	SRX1832513	Illumina HiSeq 2500	97	48	SRR3650747	SRS1493591	GSM2194663	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217414	SRX1832513	Illumina HiSeq 2500	90	44	SRR3650748	SRS1493591	GSM2194663	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217415	SRX1832514	Illumina HiSeq 2500	301	121	SRR3650749	SRS1493593	GSM2194664	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217415	SRX1832514	Illumina HiSeq 2500	292	120	SRR3650750	SRS1493593	GSM2194664	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217416	SRX1832515	Illumina HiSeq 2500	124	60	SRR3650751	SRS1493592	GSM2194665	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217416	SRX1832515	Illumina HiSeq 2500	109	53	SRR3650752	SRS1493592	GSM2194665	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217018	SRX1832516	Illumina HiSeq 2500	174	83	SRR3650753	SRS1493594	GSM2194666	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217018	SRX1832516	Illumina HiSeq 2500	160	77	SRR3650754	SRS1493594	GSM2194666	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217019	SRX1832517	Illumina HiSeq 2500	273	110	SRR3650755	SRS1493595	GSM2194667	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217019	SRX1832517	Illumina HiSeq 2500	266	110	SRR3650756	SRS1493595	GSM2194667	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217020	SRX1832518	Illumina HiSeq 2500	267	100	SRR3650757	SRS1493596	GSM2194668	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217020	SRX1832518	Illumina HiSeq 2500	270	102	SRR3650758	SRS1493596	GSM2194668	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217021	SRX1832519	Illumina HiSeq 2500	166	77	SRR3650759	SRS1493597	GSM2194669	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217021	SRX1832519	Illumina HiSeq 2500	155	72	SRR3650760	SRS1493597	GSM2194669	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217022	SRX1832520	Illumina HiSeq 2500	178	74	SRR3650761	SRS1493598	GSM2194670	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217022	SRX1832520	Illumina HiSeq 2500	170	73	SRR3650762	SRS1493598	GSM2194670	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217023	SRX1832521	Illumina HiSeq 2500	292	109	SRR3650763	SRS1493599	GSM2194671	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217023	SRX1832521	Illumina HiSeq 2500	294	112	SRR3650764	SRS1493599	GSM2194671	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217024	SRX1832522	Illumina HiSeq 2500	304	115	SRR3650765	SRS1493600	GSM2194672	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217024	SRX1832522	Illumina HiSeq 2500	303	117	SRR3650766	SRS1493600	GSM2194672	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217025	SRX1832523	Illumina HiSeq 2500	273	103	SRR3650767	SRS1493603	GSM2194673	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217025	SRX1832523	Illumina HiSeq 2500	272	104	SRR3650768	SRS1493603	GSM2194673	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217026	SRX1832524	Illumina HiSeq 2500	248	92	SRR3650769	SRS1493601	GSM2194674	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217026	SRX1832524	Illumina HiSeq 2500	253	95	SRR3650770	SRS1493601	GSM2194674	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217027	SRX1832525	Illumina HiSeq 2500	112	42	SRR3650771	SRS1493602	GSM2194675	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217027	SRX1832525	Illumina HiSeq 2500	116	43	SRR3650772	SRS1493602	GSM2194675	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217028	SRX1832526	Illumina HiSeq 2500	258	103	SRR3650773	SRS1493604	GSM2194676	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217028	SRX1832526	Illumina HiSeq 2500	253	103	SRR3650774	SRS1493604	GSM2194676	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217029	SRX1832527	Illumina HiSeq 2500	363	135	SRR3650775	SRS1493605	GSM2194677	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217029	SRX1832527	Illumina HiSeq 2500	370	139	SRR3650776	SRS1493605	GSM2194677	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217030	SRX1832528	Illumina HiSeq 2500	205	91	SRR3650777	SRS1493607	GSM2194678	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217030	SRX1832528	Illumina HiSeq 2500	199	89	SRR3650778	SRS1493607	GSM2194678	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217031	SRX1832529	Illumina HiSeq 2500	180	81	SRR3650779	SRS1493606	GSM2194679	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217031	SRX1832529	Illumina HiSeq 2500	174	79	SRR3650780	SRS1493606	GSM2194679	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217032	SRX1832530	Illumina HiSeq 2500	265	102	SRR3650781	SRS1493610	GSM2194680	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217032	SRX1832530	Illumina HiSeq 2500	265	104	SRR3650782	SRS1493610	GSM2194680	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
