Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	cell_type_s	source_name_s	strain_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	ReleaseDate_s	SRA_Study_s
RNA-Seq	252	SAMN04313415	SRX1461788	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	429	136	Homo sapiens	SRR2972419	SRS1188576	GSM1962682	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313416	SRX1461789	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	264	85	Homo sapiens	SRR2972420	SRS1188575	GSM1962683	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313417	SRX1461790	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	685	220	Homo sapiens	SRR2972421	SRS1188574	GSM1962684	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313418	SRX1461791	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	666	211	Homo sapiens	SRR2972422	SRS1188573	GSM1962685	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313419	SRX1461792	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	437	139	Homo sapiens	SRR2972423	SRS1188572	GSM1962686	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313420	SRX1461793	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	191	62	Homo sapiens	SRR2972424	SRS1188571	GSM1962687	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313421	SRX1461794	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	483	153	Homo sapiens	SRR2972425	SRS1188570	GSM1962688	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313422	SRX1461795	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	434	137	Homo sapiens	SRR2972426	SRS1188569	GSM1962689	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313423	SRX1461796	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	308	99	Homo sapiens	SRR2972427	SRS1188568	GSM1962690	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313425	SRX1461798	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	590	187	Homo sapiens	SRR2972429	SRS1188567	GSM1962692	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313426	SRX1461799	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	539	171	Homo sapiens	SRR2972430	SRS1188566	GSM1962693	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313427	SRX1461800	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	210	67	Homo sapiens	SRR2972431	SRS1188565	GSM1962694	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313428	SRX1461801	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	329	104	Homo sapiens	SRR2972432	SRS1188564	GSM1962695	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313429	SRX1461802	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	312	98	Homo sapiens	SRR2972433	SRS1188563	GSM1962696	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312333	SRX1460889	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	391	398	Mus musculus	SRR2971515	SRS1189466	GSM1961783	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312334	SRX1460890	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	326	334	Mus musculus	SRR2971516	SRS1189465	GSM1961784	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312335	SRX1460891	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	452	455	Mus musculus	SRR2971517	SRS1189467	GSM1961785	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312336	SRX1460892	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	442	446	Mus musculus	SRR2971518	SRS1189464	GSM1961786	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312337	SRX1460893	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	332	339	Mus musculus	SRR2971519	SRS1189463	GSM1961787	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312338	SRX1460894	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	447	450	Mus musculus	SRR2971520	SRS1189462	GSM1961788	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312339	SRX1460895	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	436	440	Mus musculus	SRR2971521	SRS1189461	GSM1961789	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312340	SRX1460896	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	417	420	Mus musculus	SRR2971522	SRS1189460	GSM1961790	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312341	SRX1460897	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	433	437	Mus musculus	SRR2971523	SRS1189459	GSM1961791	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312342	SRX1460898	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	432	436	Mus musculus	SRR2971524	SRS1189458	GSM1961792	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312343	SRX1460899	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	387	390	Mus musculus	SRR2971525	SRS1189456	GSM1961793	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312344	SRX1460900	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	285	298	Mus musculus	SRR2971526	SRS1189457	GSM1961794	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312345	SRX1460901	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	340	345	Mus musculus	SRR2971527	SRS1189455	GSM1961795	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312346	SRX1460902	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	42	48	Mus musculus	SRR2971528	SRS1189453	GSM1961796	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312347	SRX1460903	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	362	354	Mus musculus	SRR2971529	SRS1189451	GSM1961797	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312348	SRX1460904	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	358	353	Mus musculus	SRR2971530	SRS1189454	GSM1961798	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312349	SRX1460905	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	346	342	Mus musculus	SRR2971531	SRS1189450	GSM1961799	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312350	SRX1460906	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	385	376	Mus musculus	SRR2971532	SRS1189452	GSM1961800	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312351	SRX1460907	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	136	151	Mus musculus	SRR2971533	SRS1189449	GSM1961801	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312352	SRX1460908	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	253	268	Mus musculus	SRR2971534	SRS1189448	GSM1961802	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312353	SRX1460909	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	324	323	Mus musculus	SRR2971535	SRS1189447	GSM1961803	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312354	SRX1460910	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	400	391	Mus musculus	SRR2971536	SRS1189446	GSM1961804	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312355	SRX1460911	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	114	126	Mus musculus	SRR2971537	SRS1189445	GSM1961805	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312356	SRX1460912	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	177	191	Mus musculus	SRR2971538	SRS1189444	GSM1961806	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312357	SRX1460913	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	381	373	Mus musculus	SRR2971539	SRS1189443	GSM1961807	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312245	SRX1460914	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	626	643	Mus musculus	SRR2971540	SRS1189441	GSM1961808	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312246	SRX1460915	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	176	199	Mus musculus	SRR2971541	SRS1189442	GSM1961809	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312247	SRX1460916	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	648	659	Mus musculus	SRR2971542	SRS1189440	GSM1961810	male	E15	single fibroblast	single.fibroblast	C57BL/6J (mother) x CAST/EiJ (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312358	SRX1460917	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	312	322	Mus musculus	SRR2971543	SRS1189439	GSM1961811	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312359	SRX1460918	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	371	373	Mus musculus	SRR2971544	SRS1189438	GSM1961812	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312240	SRX1460919	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	216	233	Mus musculus	SRR2971545	SRS1189437	GSM1961813	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312241	SRX1460920	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	380	394	Mus musculus	SRR2971546	SRS1189435	GSM1961814	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312242	SRX1460921	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	324	344	Mus musculus	SRR2971547	SRS1189434	GSM1961815	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312243	SRX1460922	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	370	384	Mus musculus	SRR2971548	SRS1189436	GSM1961816	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312244	SRX1460923	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	375	389	Mus musculus	SRR2971549	SRS1189433	GSM1961817	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312248	SRX1460924	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	411	428	Mus musculus	SRR2971550	SRS1189432	GSM1961818	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312249	SRX1460925	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	378	393	Mus musculus	SRR2971551	SRS1189431	GSM1961819	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312250	SRX1460926	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	370	384	Mus musculus	SRR2971552	SRS1189430	GSM1961820	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312251	SRX1460927	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	422	435	Mus musculus	SRR2971553	SRS1189429	GSM1961821	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312252	SRX1460928	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	369	383	Mus musculus	SRR2971554	SRS1189428	GSM1961822	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312253	SRX1460929	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	420	434	Mus musculus	SRR2971555	SRS1189426	GSM1961823	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312254	SRX1460930	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	420	433	Mus musculus	SRR2971556	SRS1189425	GSM1961824	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312255	SRX1460931	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	411	424	Mus musculus	SRR2971557	SRS1189427	GSM1961825	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312256	SRX1460932	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	423	436	Mus musculus	SRR2971558	SRS1189424	GSM1961826	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312257	SRX1460933	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	467	480	Mus musculus	SRR2971559	SRS1189423	GSM1961827	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312258	SRX1460934	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	378	392	Mus musculus	SRR2971560	SRS1189422	GSM1961828	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312259	SRX1460935	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	402	414	Mus musculus	SRR2971561	SRS1189421	GSM1961829	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312260	SRX1460936	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	409	420	Mus musculus	SRR2971562	SRS1189420	GSM1961830	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312261	SRX1460937	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	321	326	Mus musculus	SRR2971563	SRS1189419	GSM1961831	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312262	SRX1460938	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	336	340	Mus musculus	SRR2971564	SRS1189417	GSM1961832	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312263	SRX1460939	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	372	374	Mus musculus	SRR2971565	SRS1189416	GSM1961833	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312264	SRX1460940	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	372	374	Mus musculus	SRR2971566	SRS1189418	GSM1961834	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312265	SRX1460941	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	335	340	Mus musculus	SRR2971567	SRS1189414	GSM1961835	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312266	SRX1460942	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	202	220	Mus musculus	SRR2971568	SRS1189415	GSM1961836	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312267	SRX1460943	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	356	362	Mus musculus	SRR2971569	SRS1189413	GSM1961837	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312268	SRX1460944	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	383	397	Mus musculus	SRR2971570	SRS1189412	GSM1961838	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312269	SRX1460945	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	213	235	Mus musculus	SRR2971571	SRS1189411	GSM1961839	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312380	SRX1460946	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	400	416	Mus musculus	SRR2971572	SRS1189409	GSM1961840	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312381	SRX1460947	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	365	381	Mus musculus	SRR2971573	SRS1189408	GSM1961841	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312382	SRX1460948	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	256	273	Mus musculus	SRR2971574	SRS1189407	GSM1961842	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312383	SRX1460949	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	145	161	Mus musculus	SRR2971575	SRS1189406	GSM1961843	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	43	SAMN04312384	SRX1460950	SINGLE	cDNA	TRANSCRIPTOMIC	2015-12-03	137	154	Mus musculus	SRR2971576	SRS1189405	GSM1961844	female	adult	single fibroblast	single.fibroblast	CAST/EiJ (mother) x C57BL/6J (father)	PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
